Session,StartDate,EndDate,IPAddress,Progress,Duration(in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,id,NegRate1.1_1_how_bad_the_study_partner_feels,NegRate1.3_1_significance_of_the_event_for_the_study_partner,mood1_1_angry,mood1_2_happy,mood1_3_anxious,mood1_4_distressed,mood1_5_cheerful,mood1_6_calm,mood1_7_sad,mood1_8_relaxed,mood1_9_lonely,mood1_10_energetic,reframe,NegRate1.1_1_how_bad_your_study_partner_will_fill_after_reading_our_response,NegRate1.3_1_significance_of_the_event_for_the_study_partner_after_reading_your_response,regulaiton_effect-did_the_writing_changed_your_mood?,similarity_7,mood2_1_angry,mood2_2_happy ,mood2_3_anxious,mood2_4_distressed,mood2_5_cheerful,mood2_6_calm,mood2_7_sad,mood2_8_relaxed,mood2_9_lonely ,mood2_10_energetic,SSES_1_I_feel_confident_about_my_abilities,SSES_2_I_am_worried_about_whether_I_am_regarded_as_a_success_or_failure,SSES_3_I_feel_satisfied_with_the_way_my_body_looks_right_now,SSES_4_I_feel_frustrated_or_rattled_about_my_performance,SSES_5_I_feel_that_I_am_having_trouble_understanding_things_that_I_read,SSES_6_I_feel_that_others_respect_and_admire_me,SSES_7_I_am_dissatisfied_with_my_weight,SSES_8_I_feel_self-conscious.,SSES_9_I_feel_as_smart_as_others.,SSES_10_I feel displeased with myself.,SSES_11_I feel good about myself.,SSES_12_I am_pleased_with_my_appearance_right_now.,SSES_13_I_am_worried_about_what_other_people_think_of_me.,SSES_14_I_feel_confident_that_I_understand_things.,SSES_15_I_feel_inferior_to_others_at_this_moment.,SSES_16_I_feel_unattractive.,SSES_17_I feel_concerned_about_the_impression_I_am_making.,SSES_18_I_feel_that_I_have_less_scholastic_ability_right_now_than_others.,SSES_19_I_feel_like_I'm_not_doing_well.,SSES_20_I_am_worried_about_looking_foolish
2,15/08/2018 23:59,16/08/2018 00:03,70.114.112.159,100,210,1,16/08/2018 00:03,R_Wq6NuAipqhDvHdT,33.11219788,-96.69380188,anonymous,EN,A3SDQUMOLN7LP1,3,3,2,2,3,2,2,2,4,3,5,1,"I get headaches regularly, they really suck. I wouldn't worry too much about it unless it lasts for a few days, sometimes a bad headache just sticks around for a bit. ",3,3,3,3,2,2,3,2,2,3,4,3,5,1,3,3,3,2,1,2,3,2,4,2,2,3,2,4,2,2,2,1,4,2
2,16/08/2018 01:46,16/08/2018 01:51,172.58.139.37,100,323,1,16/08/2018 01:51,R_2TmxzCtiugGgtUn,41.84829712,-87.65170288,anonymous,EN,AGRKG3YT3KMD8,3,2,1,3,1,1,3,3,2,3,1,4,"First, it's a headache. It's an annoying problem, but nothing that can't improve with time. If you're getting it because you're drinking, then it should go away if you cut down on your alcohol. It's not something to get too worried about, because it doesn't sound like you're suffering from a migraine or any other crippling problem. This is merely a headache that is caused by an easily fixable behavior. Maybe you can learn something from it. What is causing your sleep to be less restful than it could otherwise be? If you could fix that, then you might not have to drink as much, meaning the problem will probably disappear.",2,2,1,2,1,4,1,1,3,4,1,4,1,4,4,1,4,1,1,4,1,1,5,1,4,3,1,3,1,1,1,1,1,1
3,8/17/2018 14:56,8/17/2018 14:58,131.93.146.238,100,155,1,8/17/2018 14:58,R_3fkiGU2LoNbv1v4,46.4822998,-90.15399933,anonymous,EN,A1ZD8RU6YB0VEU,3,3,1,4,1,1,4,4,1,4,1,2,"hey, Sorry that you have been having a problem watching to much TV. I had the same problem and it worked itself out for me so I am sure it will for you to. Just keep your head up it is not that big of a deal to begin with.",1,2,3,3,1,4,1,1,4,4,1,4,1,2,4,1,4,1,1,4,1,1,4,1,4,4,1,4,1,1,1,1,1,1
3,8/17/2018 14:55,8/17/2018 14:59,172.223.211.71,100,218,1,8/17/2018 14:59,R_3MKmr4UXdCThIUn,44.92300415,-123.3435974,anonymous,EN,A1E4K9G6ZKPKX4,2,2,1,1,2,1,1,1,1,2,1,1,It's a good thing that you realize this is a problem. Most people do things like this and never think twice about it. Since you've realized that it is something you'd like to fix you can start taking steps to fix it. Especially since you're already disappointed in yourself. It means that you're looking to change.,1,1,3,1,1,1,2,1,1,1,1,2,1,1,5,1,2,1,1,3,3,1,5,1,5,3,1,5,1,1,1,1,1,1
3,8/17/2018 14:58,8/17/2018 14:59,98.176.238.152,100,99,1,8/17/2018 14:59,R_2Ynf59bxpNp98ok,32.64120483,-116.9859009,anonymous,EN,A39Q4SNT7SRK94,5,3,1,5,1,1,5,5,1,5,1,5,You just need to set reminders for yourself to stay on track. This isn't a permanent situation and you can teach yourself to have more self-control. Take small steps and set goals so you can prioritize what's important.,1,5,1,5,1,5,1,1,5,5,1,5,1,5,5,1,5,1,1,5,1,1,5,1,5,5,1,5,1,1,1,1,1,1
3,8/17/2018 14:55,8/17/2018 15:01,98.245.66.27,100,355,1,8/17/2018 15:01,R_22LdC0lcS0Fye5A,39.7427063,-105.1186981,anonymous,EN,A2M6TJIR21BN2W,3,2,1,3,2,1,3,4,1,4,1,3,"Maybe you should consider a different alternative for relaxing before bed. Reading in bed always helps me get tired pretty fast. Do not get down on yourself for something so insignificant. Think of ways to become more disciplined, not just in sleeping but also in life. You can learn something about yourself from this and that is that you need to be more disciplined with yourself! You can only blame yourself and should not loathe the situation. It is not as bad as you think, things could be much worse than not getting a goods night sleep. Goodluck!",4,1,3,1,1,3,3,1,3,4,1,4,1,3,3,1,3,1,1,2,1,2,3,1,2,3,2,4,1,1,2,1,1,1
3,8/17/2018 14:56,8/17/2018 15:01,108.64.75.194,100,312,1,8/17/2018 15:01,R_ZlDxEHmXMLWqxyN,38.11289978,-122.1331024,anonymous,EN,AJRY9ALX8069Y,4,3,1,1,4,2,2,4,4,2,1,1,"You have your whole life to sleep. Sleeping would be great, yes, but so is watching TV. It's great that you can make time for yourself to watch TV. Maybe watch more TV and then you will relax and fall asleep soon afterward. You'll have plenty of time to sleep when you're dead, anyway, so you might as well enjoy your free time. Enjoy the TV because you'll never know when you may not be able to anymore.",2,3,4,4,1,1,4,5,1,1,4,1,3,1,2,5,2,5,2,2,4,5,2,5,2,4,5,2,5,4,5,4,5,5
3,8/17/2018 15:03,8/17/2018 15:06,173.89.146.57,100,199,1,8/17/2018 15:06,R_RDnCsI8jb1liNEd,44.05990601,-88.52780151,anonymous,EN,A1PLB1NZOE2PQ7,4,4,1,1,1,1,2,4,1,4,1,3,Is there a reason you decided to stay up late. Maybe you could try exercising in the evening to make you sleepy before bed so you don't stay up so late.,2,3,2,3,1,1,1,1,1,5,1,3,1,3,3,2,4,3,1,4,2,2,3,1,4,5,1,5,2,2,5,5,3,4
3,8/17/2018 15:00,8/17/2018 15:06,107.77.225.10,100,377,1,8/17/2018 15:06,R_RPmBXMyV7P08NRD,40.79100037,-73.92559814,anonymous,EN,A1761MS0XW2OHR,3,3,1,3,1,1,2,3,1,3,1,1,"Staying up late watching TV is a pretty harmless vice. If it helps you relax, it maybe isn't such a bad thing. If it begins to affect your health, mental or physical, maybe try to set a schedule or guidelines for it so you can relax AND get a good night's sleep.",3,3,3,3,1,3,1,1,2,3,1,3,1,1,3,1,4,1,1,3,1,1,4,1,1,3,1,5,1,1,1,1,1,1
3,8/17/2018 15:04,8/17/2018 15:09,172.58.139.15,100,299,1,8/17/2018 15:09,R_2tffRykiI55po9j,41.84829712,-87.65170288,anonymous,EN,AGRKG3YT3KMD8,3,4,1,3,1,1,3,3,1,3,1,4,"First of all, this problem isn't nearly as bad as it seems. All it takes is some self control to remedy. You are disappointed in yourself, and feel pathetic because deep down you know you should be able to better control yourself. But instead of obsessing over it, why not simply act? If you notice that you're watching too much TV, turn it off. Close your Netflix app or turn off your streaming player if you have to. Even if you spend too much time, you'll feel better when you know that you are re-establishing self control by cutting yourself off. This is so doable that it couldn't be simpler. It's a really easy thing to do.",1,3,2,3,1,3,1,1,3,3,1,4,1,3,3,1,4,1,1,4,1,1,3,1,4,3,1,3,2,2,1,1,1,1
3,8/17/2018 15:16,8/17/2018 15:20,23.123.130.236,100,238,1,8/17/2018 15:20,R_brSXvS2zvVmijh7,29.58779907,-95.22409821,anonymous,EN,A1VPQJR2V850OM,2,2,1,2,1,1,1,4,1,4,1,1,"As long as you enjoy TV and aren't too tired because of staying up to watch TV, it doesn't seem to me there is any reason to for you to be disappointed in yourself. I think you are being too hard on yourself.",2,2,3,3,1,1,1,1,1,4,1,4,1,1,4,1,4,2,1,3,1,1,3,1,3,4,1,3,1,1,1,1,1,1
3,8/17/2018 15:17,8/17/2018 15:26,23.124.54.85,100,559,1,8/17/2018 15:26,R_33wrdNp8gMYVz3q,42.98750305,-82.46659851,anonymous,EN,I volunteer to take part in this research,4,4,1,3,3,2,4,4,1,2,2,4,"The good thing is you could change this virtually whenever you really want. We all have moments we feel disappointed in ourselves, but you are.not.doing anything that can cause serious damage, yet. Just turn the t.v. off early one night this week, and get some rest before it affects your health. Best of luck.",3,3,3,2,1,4,2,2,4,3,1,3,2,3,3,2,1,2,1,3,1,2,4,2,4,3,2,5,1,1,2,1,1,2
3,8/17/2018 15:28,8/17/2018 15:32,73.248.201.23,100,236,1,8/17/2018 15:32,R_1YYXBJlnmrgmqcx,40.86689758,-74.8219986,anonymous,EN,A1XA3QOXDTGCDL,3,3,1,2,1,1,2,3,2,3,1,1,"You shouldn't feel too bad about this. A lot of people stay up late to watch TV. Simply take this day and use it as a teachable moment. What have you learned from doing this? There is no reason to be disappointed in yourself. I'm sure you've made other mistakes before. All that making a mistake does is show that you are human and you are not perfect.

It is okay to stay up late sometimes, maybe just try to not make a habit out of it. It seems like a very fixable issue, just try and keep a positive outlook on the situation.",2,2,2,3,1,3,1,1,3,4,1,1,1,1,4,3,1,1,1,3,5,4,4,3,2,1,2,4,2,3,2,1,1,1
3,8/17/2018 15:38,8/17/2018 15:47,23.126.202.49,100,511,1,8/17/2018 15:47,R_1E5O2dIzwYWEMud,29.94299316,-81.74330139,anonymous,EN,AA4D4WHT4HBYW,4,3,2,4,2,3,3,4,1,3,2,3,"Sometimes, we want to do something more than what is normal. You know it's normal to go to bed at a reasonable time, yet something is drawing you towards the tv. Maybe this is an opportunity to try something new! Sleep is a necessity, but nobody ever said that you had to do it all at night. Nobody ever said you had to do all your sleep in one go. Your concern is that you're not getting enough sleep. Take a nap! Even 20 minutes of rest can help refresh your mind to perform better than you would otherwise. After you've tried that for a few days, you should be able to acknowledge which one you like better, and then it will be easier to go back to your old routine if you were to choose that one.",2,2,2,3,1,3,1,1,3,4,1,4,2,3,5,5,2,5,1,3,5,5,5,5,3,2,5,5,4,5,5,2,2,5
3,8/17/2018 16:00,8/17/2018 16:03,75.133.98.246,100,181,1,8/17/2018 16:03,R_5gLsG7c5Sd0sZJ7,41.46749878,-73.24060059,anonymous,EN,AKHH4W14A6AN9,4,4,1,2,2,2,1,2,1,2,1,1,Everyone stays up late watching TV sometimes. Can you think of why you might be doing this? Are you hooked on a show or are you just bored? I have to set an alarm sometimes to remind myself it's time for bed or I'll stay up past midnight watching the same show.,2,1,3,3,1,2,2,1,1,2,1,2,1,1,2,4,1,3,1,1,5,5,2,2,1,1,5,5,2,1,4,1,2,2
3,8/17/2018 16:15,8/17/2018 16:19,71.197.157.206,100,258,1,8/17/2018 16:19,R_1hFM848z5qAHRcr,47.17709351,-122.1865005,anonymous,EN,A2VW2G52AKT86G,3,3,1,2,2,1,1,2,1,1,2,1,"You know admitting you have a problem is the first step to solving it. You know you don't like this that means you can do something about it. Think of how easy it is to make incremental improvements too for this. You can cut back on one 30 minutes show at first. Or even just not finish the final show you were planning on watching if it's not interesting. Then you can work towards watching even less at night, maybe shift more to the daytime or weekends if possible if you still want to watch tv. You can also slowly find other things to replace them with at night that will make it easier to fall asleep like reading or some other hobby.",2,2,3,3,1,2,1,1,1,3,1,2,2,1,3,4,1,1,1,2,4,4,4,4,2,4,4,4,2,4,4,1,3,3
3,8/17/2018 16:27,8/17/2018 16:36,209.81.112.213,100,511,1,8/17/2018 16:36,R_3n6F4k9RT7m2GZp,46.11779785,-95.08920288,anonymous,EN,A3S5UROKNNCNSB,2,1,1,4,2,2,3,4,1,4,1,3,"Staying up late and watching TV is not a big deal. Everyone does this from time to time and they are just fine the next day. You may feel a bit sluggish the next day but I assure you, you'll be fine, and life will go on. There is some good humor on late at night, or perhaps some classic movies that you have never seen. Staying up late and watching TV will never have a huge negative effect on your life, you will enjoy it most of the time and it's not something you should be very concerned about.",1,2,1,5,1,5,1,2,4,5,1,5,1,4,4,1,3,2,1,4,2,2,5,2,4,2,2,3,1,2,3,5,2,2
3,8/17/2018 16:40,8/17/2018 16:53,172.58.38.246,100,772,1,8/17/2018 16:53,R_3ltyi0oynvzlfD0,38.61639404,-121.4962006,anonymous,EN,AQ9Y6WD8O72ZC,3,3,1,3,1,1,3,5,1,5,1,2,"Dear study partner,
Please consider why TV keeps you up at night and what you could do to minimize your viewing time so that you can be better prepared for resting. Turn that disappointment upside down and use it as motivation to do better by yourself and your health. I hope you get better sleep tonight!",3,3,3,3,1,4,1,1,3,5,1,3,1,2,4,1,2,1,1,2,4,1,4,1,4,2,2,5,1,2,1,1,1,1
3,8/17/2018 17:03,8/17/2018 17:16,73.1.184.211,100,754,1,8/17/2018 17:16,R_2rkefuW3PCPSXA6,27.07749939,-80.25869751,anonymous,EN,A2OVWCQ4B9AHFY,2,1,1,2,1,2,1,2,1,2,1,1,"If you are not getting tired enough to sleep while watching TV, then maybe your body just isn't ready to sleep. This probably isn't permanent. This could also give you the opportunity to catch up on your favorite TV shows or start watching a new show you've been interested in but haven't had the time to watch.",2,2,3,3,1,2,1,2,1,2,1,2,1,1,4,1,1,1,1,1,3,3,4,1,1,1,1,4,1,4,1,1,2,1
3,8/17/2018 17:20,8/17/2018 17:27,107.77.202.227,100,391,1,8/17/2018 17:27,R_TbnbB2mY4hWkykx,38.90139771,-77.05259705,anonymous,EN,A27SMEOPKV84VI,4,3,3,1,3,4,1,2,3,2,1,2,I’m sorry to hear that you haven’t been sleeping as much as you’d like. I also tend to stay up later than I should in order to catch up on my shows. Would it help to set aside time during the weekend for certain shows so that you aren’t so tired during the week? A little missed sleep hurts the next day but try to remember how tired you felt the next time you tell yourself “just one more show.”,3,2,3,2,3,1,2,2,1,2,2,2,1,2,2,4,1,5,2,1,5,5,1,5,2,1,5,3,4,5,5,4,4,5
3,8/17/2018 17:42,8/17/2018 17:52,107.207.169.27,100,606,1,8/17/2018 17:52,R_3LigKzTb0TAjSgC,37.834198,-122.2897034,anonymous,EN,AVBRJBJONL47I,3,3,1,3,1,1,4,4,1,3,1,2,"I know it can be so easy to leave the TV on late at night. It's a simple way to ""relax."" But if you've noticed that it's actually getting in the way of real relaxation, maybe there are some changes you could make. Have you considered other ways to relax that don't include screen time? Maybe you could take the opportunity to really think about ways to take care of yourself and create a nice bedtime ritual that doesn't include TV. You don't even have to go cold turkey, but just turning the TV off 5-10 minutes earlier every night could make a difference. Good luck!",2,2,2,4,1,3,1,1,4,5,1,3,1,2,3,1,1,1,1,3,5,1,3,1,3,1,1,3,2,5,1,2,1,1
3,8/17/2018 18:03,8/17/2018 18:09,98.225.117.124,100,325,1,8/17/2018 18:09,R_3NE80S9PeDXeIv0,32.29899597,-110.8309021,anonymous,EN,A3696JXTRKL2FI,3,2,3,2,3,3,1,2,2,1,3,2,"I know that it can be hard to get some rest at night, especially with all the distractions in the world. Missing a bit of sleep isn't really too bad though. I think at the end of the day you're the only one disappointed in yourself. Chances are most others don't really notice it.",2,1,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,4,5,2,3,2,2,4,2,2,3,2,1,3
3,8/17/2018 18:15,8/17/2018 18:22,108.233.81.229,100,427,1,8/17/2018 18:22,R_vMN31Gvp61DvVtv,37.68190002,-121.7680054,anonymous,EN,A2GOYSTIL3LOV1,4,2,1,2,1,1,2,3,1,3,1,1,"Sure, sleeping is probably the best way to relax, but watching TV really isn't too bad either. As long as you're not doing jumping jacks or some other vigorous activity, I really think it's okay. How much energy could you possibly be using? Plus, it's a great way to catch up on any shows you've been missing, rather than stressing about when you'll find the time to watch them. As long as you still feel rested the next day, I wouldn't worry about it too much. If you get tired enough, you may even start to fall asleep right in front of the TV!",2,1,1,3,1,3,1,1,3,3,1,4,1,2,3,1,3,1,1,3,2,1,5,1,4,2,1,5,1,1,2,1,1,1
3,8/17/2018 19:06,8/17/2018 19:14,172.58.45.74,100,516,1,8/17/2018 19:14,R_1PcMFryGVGuaB76,47.46369934,-122.213501,anonymous,EN,A2F2DDH12YU4AK,2,2,1,1,1,1,1,4,2,4,4,2,"I've had similar problems in the past, and the real solution is to develop the discipline necessary to avoid repeating the inappropriate behavior. That sounds easy, but can take a long time to cultivate. Until you are able to cultivate the behavior you need to correct the problem, however, it's important to realize that, in the grand scheme of things, staying up late to watch a television program you enjoy isn't the worst thing a person can do. As long as you are meeting your other obligations, you shouldn't feel guilty about how you choose to spend your free time.",2,2,3,3,1,1,1,1,1,3,3,3,4,2,3,1,1,3,1,1,5,1,5,5,1,1,1,5,3,5,1,1,3,1
3,8/17/2018 19:06,8/17/2018 19:18,75.82.160.118,100,679,1,8/17/2018 19:18,R_1HhhhQccqR5HuL1,34.19050598,-119.2299957,anonymous,EN,A2VT0REE77ZI2I,2,2,1,4,1,1,4,5,1,3,1,3,"Honestly that's not so bad. Think of it this way, you got to do something enjoyable and it seems like you're going to stop doing it. That means your got to have a bit of cake but you'll also get to have the good creamy ice cream of sleep. No worries!",3,2,1,5,1,4,1,1,4,5,1,4,1,4,4,1,3,1,1,4,3,3,5,2,5,3,1,4,1,2,1,1,1,1
3,8/17/2018 19:06,8/17/2018 19:32,108.46.154.72,100,1524,1,8/17/2018 19:32,R_1DRTTjGrok6t2m0,40.65390015,-73.60820007,anonymous,EN,A2TN6KP3ZKGOU7,3,2,1,4,1,1,4,4,1,4,1,4,Your problem is just a temporary one that can be fixed in a short time. You have to push yourself to restricting your TV usage late at night as it effects you during the daytime. You'll feel better once you adapt to doing so.,1,1,2,3,1,4,1,1,4,4,1,4,1,4,5,1,4,1,1,5,1,1,5,1,5,4,1,4,1,1,1,1,1,1
3,8/17/2018 19:37,8/17/2018 19:41,174.71.60.245,100,240,1,8/17/2018 19:41,R_vumpdTNdpBtjnMd,41.29930115,-96.16660309,anonymous,EN,A3B7TNVOISSZ2O,3,1,1,3,1,1,3,5,1,4,1,2,"Perhaps the TV is not the root cause of you feeling down. It certainly could be, and you could experiment with changing your behavior to see if it fixes it. I think that this is certainly resolvable, and that you shouldn't get down on yourself. Tons of people watch too much TV, and getting down about it will keep you in the same habits. Keep your eyes on your goal!",1,1,3,2,1,4,1,1,3,5,1,5,1,3,5,1,4,1,1,5,1,1,5,1,5,5,1,5,1,1,1,1,1,1
3,8/17/2018 22:13,8/17/2018 22:25,64.134.176.35,100,728,1,8/17/2018 22:25,R_STCyrS4eq6IAqrf,33.9526062,-84.54989624,anonymous,EN,A3D70ANCSMGX5F,5,4,2,4,1,2,5,5,1,4,2,3,"Even though you are really upset with yourself, I promise I have faith in you to even acknowledge your shortcomings . We all do things we regret, and I believe It will get better once you try a little to sleep. Drink tea and down the lights low in your sleeping space , and you may have a better night rest.",2,2,1,2,1,5,2,1,5,4,1,5,2,4,4,5,4,1,1,5,1,4,5,1,5,5,1,4,1,1,3,2,4,1
4,8/20/2018 14:55,8/20/2018 14:58,131.93.146.238,100,158,1,8/20/2018 14:58,R_2EmlfvXHlq9Udd0,46.4822998,-90.15399933,anonymous,EN,A1ZD8RU6YB0VEU,3,3,1,4,1,1,3,4,1,4,1,2,I feel like if you stopped worrying about it and just do it you would feel alot better about yourself. I generally have lots of things to do but I tend not to worry about them and everything works out in the end. Keep your head up you got this.,2,2,3,3,1,4,1,1,3,3,1,3,1,2,4,1,4,1,1,4,1,1,4,1,4,4,1,4,1,1,1,1,1,1
4,8/20/2018 14:59,8/20/2018 15:04,73.248.201.23,100,351,1,8/20/2018 15:04,R_1Nfi84E4MAaw91V,40.86689758,-74.8219986,anonymous,EN,A1XA3QOXDTGCDL,4,4,1,3,3,1,2,4,1,2,1,1,"The concept of ""running out of time"" is just that - a concept. We do not own time. Time is not something that you can physically lose. What you must do is change your perception of time. Find a way to prioritize everything in your life by level of importance, and do what is the most important task first. 

Everything that needs to be done will find a way. You need to separate what needs to be done from what you want to be done. Learn to accept that life is never finished. Take a deep breath, and realize just how harmful stress can be for your overall health.

Ask yourself if all the things you ""have"" to get done are worth the emotional and mental toll on your health? Probably not.",2,2,2,3,1,3,2,1,3,4,1,4,1,1,4,2,1,1,1,2,5,3,4,3,3,1,2,4,1,4,2,1,1,1
4,8/20/2018 14:53,8/20/2018 15:10,108.64.75.194,100,1019,1,8/20/2018 15:10,R_0URlhj6c4OqnI8p,38.11289978,-122.1331024,anonymous,EN,AJRY9ALX8069Y,4,4,1,1,3,4,1,2,3,1,2,2,"At least you aren't bored. It helps to be busy because it keeps us occupied. It helps our minds grow and it helps us be less depressed. Having a lot of work is not necessarily a bad thing. There is plenty of time to finish things, too. Perhaps put other things aside to create more time (like hobbies or time with family). It's important to get work done. It makes us better people. It's great that you are so busy and have so many things to do. That way, you won't be bored or sad.",3,2,2,3,1,1,4,1,1,1,4,1,2,2,3,5,2,5,2,2,4,5,2,5,4,2,5,4,5,3,4,5,5,5
4,8/20/2018 15:05,8/20/2018 15:11,141.233.241.125,100,329,1,8/20/2018 15:11,R_UX8XO4hieI8XTVf,44.05990601,-88.52780151,anonymous,EN,A1PLB1NZOE2PQ7,4,4,1,2,1,1,2,5,1,3,1,2,I find for me the easiest way to tackle a lot of work is to break it up into much smaller tasks. This little task make it seem less daunting and easier to tackle to me.,4,4,2,4,1,3,1,1,2,5,1,4,1,2,3,4,1,2,2,3,5,4,3,2,2,1,4,4,3,4,4,2,3,3
4,8/20/2018 15:08,8/20/2018 15:14,75.133.98.246,100,369,1,8/20/2018 15:14,R_28H6ZH5WTmT0Vck,41.46749878,-73.24060059,anonymous,EN,AKHH4W14A6AN9,4,4,1,1,3,1,1,1,3,1,3,1,Try to relax. What's going to happen if you don't finish all the work on time? Can you get an extension? Is there someone who can help you? Take it one step at a time and try not to worry too much. Just do the best you can. Things will get better once this all passes.,2,2,3,1,1,1,3,1,1,1,2,1,2,1,1,4,1,3,1,1,5,4,2,4,1,1,4,4,4,5,5,1,5,4
4,8/20/2018 15:10,8/20/2018 15:14,98.5.89.152,100,268,1,8/20/2018 15:14,R_2CQxIzxRljjkExJ,42.94619751,-78.86160278,anonymous,EN,A1761MS0XW2OHR,5,5,1,3,1,1,2,3,1,3,1,1,"You still have time. Make a plan, figure out what needs to be done first, and start from there. Do what you can to whittle down the amount of work you have to do and get the most important stuff out of the way. Unfortunately, just getting the work done is the only thing you can do to help with the stress, and the longer you wait the worse it will become. Make some tea, put on some soothing music, and figure out where to begin.",5,5,3,5,1,3,1,1,1,3,1,3,1,1,4,1,3,1,1,3,1,2,4,1,3,3,1,5,1,1,1,1,1,1
4,8/20/2018 15:19,8/20/2018 15:22,71.197.157.206,100,184,1,8/20/2018 15:22,R_1gqnqbTjubokUxQ,47.17709351,-122.1865005,anonymous,EN,A2VW2G52AKT86G,3,3,1,1,2,1,1,3,1,2,3,1,"Start by breaking it down into smaller pieces. Don't worry about the finish line for now just focus on the starting line. Get done what you can, you can always make something better by doing something about it rather than avoiding it because you don't think you can finish. Think about things you might be able to put off if you can't get them done for now.",2,2,3,4,1,1,2,1,1,2,1,1,3,1,3,5,1,2,1,2,4,4,4,5,1,4,4,4,3,4,5,1,3,4
4,8/20/2018 15:23,8/20/2018 15:29,98.245.66.27,100,363,1,8/20/2018 15:29,R_3qWnxbqsplL3RMh,39.77470398,-105.103302,anonymous,EN,A2M6TJIR21BN2W,3,2,1,4,1,1,4,4,1,4,1,3,"Take a breather and reassess your situation. Your issue could be way worse. You might need to sacrifice some of your time so you can get caught up. Don't spend your time doing anything else, just also do not forget to take care of yourself in the process. This is not the end of the world and it is not near as bad as you think. Things could be way worse. Manage your time better and it will help you be prepared for similar situations in the future. Learn from it and remind yourself things could be much worse than they are for you.",2,2,4,1,1,3,2,2,3,3,1,3,1,3,3,1,2,1,1,2,1,2,3,1,2,2,1,3,1,1,1,1,1,1
4,8/20/2018 15:54,8/20/2018 16:04,23.124.54.85,100,631,1,8/20/2018 16:04,R_20Zlh9n64dTONBI,42.98750305,-82.46659851,anonymous,EN,I volunteer to take part in this research.,4,5,2,3,3,3,3,4,2,2,2,4,"I am actually in a similar situation now! Sometimes it's nice to know you're not alone. When it comes to completing things you need to prioritize and make a list, even if it's just mentally, and work on each one; one step at time. If each task should take an hour work on it for an hour, and done or not move on to the next. Some may take longer than an hour(using this time frame as a theroretical one), but some will likely also take less. Once you have gotten through your list attend to the ones you did not get finished in the specified time allotment you gave yourself to dedicate to it. AND, most of all, breathe. You'll get through it.",3,4,2,5,2,4,3,3,3,3,2,2,2,4,3,2,1,4,1,3,4,3,3,3,3,1,2,3,2,1,3,2,3,1
4,8/20/2018 16:03,8/20/2018 16:06,98.176.238.152,100,140,1,8/20/2018 16:06,R_3eyTB9WtC2f9S13,32.63609314,-117.0531998,anonymous,EN,A39Q4SNT7SRK94,3,3,1,5,1,1,5,5,1,5,1,3,I would tell him that he should focus on the more important tasks first and work his way through the things that he needs to do. He should ask others for help so that he can complete his work on time. The situation isn't permanent and he could manage his time better so that he isn't feeling stressed.,1,5,1,5,1,5,1,1,5,5,1,5,1,3,5,1,5,1,1,5,1,1,5,1,5,5,1,5,1,1,1,1,1,1
4,8/20/2018 16:05,8/20/2018 16:07,71.58.114.154,100,164,1,8/20/2018 16:08,R_3UEKF4J7vbVyTcZ,39.96260071,-76.72769928,anonymous,EN,A27SMEOPKV84VI,4,4,1,3,2,1,3,3,2,3,2,2,"When deadlines approach, I also tend to get stressed out. Sometimes, it might help to make a list of things left so that way you can visualize what still needs to get done. It is very satisfying to check items off of that list too.",2,3,2,5,1,3,2,2,2,3,1,3,1,2,4,3,2,1,1,2,4,4,3,2,2,2,3,4,2,3,4,2,2,4
4,8/20/2018 16:29,8/20/2018 16:34,23.126.202.49,100,346,1,8/20/2018 16:34,R_9Sju5dq5yeHOmM9,29.94299316,-81.74330139,anonymous,EN,AA4D4WHT4HBYW,4,5,2,2,3,3,3,3,2,2,2,3,"It's natural to feel overwhelmed when the responsibilities pile up and the amount of time dwindles down. Sometimes, it may cause us to overthink how bad a given consequence is. Sit down, take a moment, and consider seriously what the cost of each deadline is. Can some be pushed back? Can some be assigned to other people? These situations will pop up frequently in life, so the important lesson is to learn how to prepare for them in a way that you can deal with them without feeling so inundated.",3,4,2,4,2,3,2,2,3,3,1,3,1,3,5,4,2,3,1,2,5,5,5,5,3,2,5,5,2,5,5,2,4,5
4,8/20/2018 16:51,8/20/2018 16:55,23.123.130.236,100,260,1,8/20/2018 16:55,R_2Cx4jFsc1c9HM3E,29.58779907,-95.22409821,anonymous,EN,A1VPQJR2V850OM,3,3,1,2,1,1,1,3,1,3,1,1,Try not to focus on how little time you have and instead think about how to make the best use of your time. There's nothing you can do about the things you can't control so let go of those types of thoughts.,2,2,3,1,1,2,1,1,2,3,1,3,1,1,3,1,3,1,1,3,1,1,3,1,3,3,1,3,1,1,1,1,1,1
4,8/20/2018 17:21,8/20/2018 17:38,73.1.184.211,100,992,1,8/20/2018 17:38,R_21ajYEG7CZKxh2C,27.07749939,-80.25869751,anonymous,EN,A2OVWCQ4B9AHFY,3,3,1,2,1,1,1,3,1,3,1,2,"Think about how good you will feel once this work is accomplished. You will have plenty of time to relax afterward, knowing that you overcame the feat.",3,3,3,3,1,2,1,2,1,3,1,3,1,2,5,1,2,1,1,1,3,3,5,1,3,1,1,4,1,4,1,1,2,1
